Time (ms),VDD_ARM voltage (V),VDD_ARM current (mA),VDD_ARM power (mW),NVCC_DRAM_1V1 voltage (V),NVCC_DRAM_1V1 current (mA),NVCC_DRAM_1V1 power (mW),VSYS_5V voltage (V),VSYS_5V current (mA),VSYS_5V power (mW),VDD_SOC voltage (V),VDD_SOC current (mA),VDD_SOC power (mW),LPD4_VDDQ voltage (V),LPD4_VDDQ current (mA),LPD4_VDDQ power (mW),LPD4_VDD2 voltage (V),LPD4_VDD2 current (mA),LPD4_VDD2 power (mW),NVCC_SD2 voltage (V),NVCC_SD2 current (mA),NVCC_SD2 power (mW),VDD_LVDS_1V8 voltage (V),VDD_LVDS_1V8 current (mA),VDD_LVDS_1V8 power (mW),VDD_HDMI_1V8 voltage (V),VDD_HDMI_1V8 current (mA),VDD_HDMI_1V8 power (mW),NVCC_SNVS_1V8 voltage (V),NVCC_SNVS_1V8 current (mA),NVCC_SNVS_1V8 power (mW),VDD_EARC_1V8 voltage (V),VDD_EARC_1V8 current (mA),VDD_EARC_1V8 power (mW),VDD_USB_1V8 voltage (V),VDD_USB_1V8 current (mA),VDD_USB_1V8 power (mW),VDD_PCI_1V8 voltage (V),VDD_PCI_1V8 current (mA),VDD_PCI_1V8 power (mW),VDD_MIPI_1V8 voltage (V),VDD_MIPI_1V8 current (mA),VDD_MIPI_1V8 power (mW),VDD_PLL_ANA_1V8 voltage (V),VDD_PLL_ANA_1V8 current (mA),VDD_PLL_ANA_1V8 power (mW),NVCC_SD1 voltage (V),NVCC_SD1 current (mA),NVCC_SD1 power (mW),LPD4_VDD1 voltage (V),LPD4_VDD1 current (mA),LPD4_VDD1 power (mW),CPU_VDD_1V8 voltage (V),CPU_VDD_1V8 current (mA),CPU_VDD_1V8 power (mW),BB_VDD_1V8 voltage (V),BB_VDD_1V8 current (mA),BB_VDD_1V8 power (mW),VDD_PLL_ANA_0V8 voltage (V),VDD_PLL_ANA_0V8 current (mA),VDD_PLL_ANA_0V8 power (mW),VDD_PCI_0V8 voltage (V),VDD_PCI_0V8 current (mA),VDD_PCI_0V8 power (mW),VDD_MIPI_0V8 voltage (V),VDD_MIPI_0V8 current (mA),VDD_MIPI_0V8 power (mW),VDD_HDMI_0V8 voltage (V),VDD_HDMI_0V8 current (mA),VDD_HDMI_0V8 power (mW),VDD_USB_3V3 voltage (V),VDD_USB_3V3 current (mA),VDD_USB_3V3 power (mW),VDD_USB_0V8 voltage (V),VDD_USB_0V8 current (mA),VDD_USB_0V8 power (mW),VDD_SD1_3V3 voltage (V),VDD_SD1_3V3 current (mA),VDD_SD1_3V3 power (mW),BB_VDD_3V3 voltage (V),BB_VDD_3V3 current (mA),BB_VDD_3V3 power (mW)
89.5625,0.9473,113.3750,107.3750,1.0996,97.0000,106.6875,5.2188,482.5000,2518.0000,0.9487,844.0000,800.5000,1.1025,9.8281,10.8359,1.1055,71.6250,79.1875,1.7900,0.1129,0.2021,1.8008,-0.0275,-0.0495,1.7979,-0.0076,-0.0137,1.7998,0.2563,0.4614,1.7998,-0.0061,-0.0110,1.7900,0.3389,0.6064,1.7900,-0.0031,-0.0055,1.7920,0.0854,0.1531,1.7920,3.4414,6.1680,1.7949,-0.7324,-1.3145,1.7979,1.0869,1.9541,1.7969,-3.3262,-5.9766,1.7998,23.6875,42.6250,0.9541,3.4727,3.3125,0.9551,9.1016,8.6953,0.9531,0.8330,0.7939,0.9541,1.2393,1.1826,3.3047,4.6289,15.2969,0.9497,2.4102,2.2891,3.3047,2.7832,9.1953,3.3047,316.7500,1047.0000
89.6875,0.9551,60.7188,58.0000,1.1064,108.9375,120.5625,5.2109,470.5000,2452.0000,0.9395,857.0000,805.0000,1.1025,-8.9688,-9.8906,1.1045,10.9219,12.0625,1.7920,0.0641,0.1149,1.7939,-0.0458,-0.0821,1.7979,0.0397,0.0714,1.7988,0.2617,0.4707,1.7988,0.0046,0.0082,1.7988,0.3691,0.6641,1.7939,0.0183,0.0328,1.7969,0.0748,0.1344,1.7988,3.5273,6.3438,1.7998,-0.7324,-1.3184,1.7998,1.1143,2.0059,1.7979,0.5493,0.9878,1.8018,39.5625,71.3125,0.9502,3.2617,3.0996,0.9478,9.3984,8.9062,0.9478,0.6318,0.5986,0.9497,1.2051,1.1445,3.3047,4.4688,14.7656,0.9473,2.5781,2.4414,3.3066,2.8926,9.5625,3.3047,282.5000,933.5000
89.7500,0.9492,71.4375,67.8125,1.1074,62.8125,69.5625,5.2148,498.2500,2598.0000,0.9443,845.5000,798.5000,1.0947,-5.9805,-6.5469,1.0967,-0.6714,-0.7363,1.7842,0.0946,0.1688,1.7979,0.0519,0.0933,1.7959,-0.0015,-0.0027,1.7998,0.2847,0.5122,1.7959,0.0031,0.0055,1.7920,0.3250,0.5825,1.7969,-0.0153,-0.0274,1.7998,0.0748,0.1345,1.7969,3.4629,6.2227,1.8037,-1.1904,-2.1465,1.8008,1.7334,3.1211,1.8018,-4.3945,-7.9180,1.7988,15.1406,27.2344,0.9487,3.2051,3.0410,0.9482,8.9688,8.5078,0.9468,0.5493,0.5200,0.9492,1.3486,1.2803,3.3008,4.4922,14.8281,0.9414,2.0527,1.9326,3.3027,-2.8086,-9.2734,3.3008,323.0000,1066.0000
89.8125,0.9438,62.7188,59.1875,1.0928,60.2500,65.8125,5.2188,481.5000,2512.0000,0.9463,840.0000,795.0000,1.0977,-7.3242,-8.0391,1.1016,37.4062,41.2188,1.7871,0.0671,0.1200,1.7979,-0.0214,-0.0384,1.7979,0.0031,0.0055,1.7949,0.2256,0.4050,1.8008,0.0046,0.0082,1.7988,0.2944,0.5298,1.7930,0.0244,0.0438,1.7979,0.0900,0.1619,1.7959,3.5605,6.3945,1.7988,-0.7324,-1.3174,1.7959,0.8945,1.6064,1.8008,0.0000,0.0000,1.7998,11.2344,20.2188,0.9521,3.0586,2.9121,0.9512,8.9531,8.5156,0.9531,0.6929,0.6602,0.9502,1.1807,1.1221,3.3027,4.5391,14.9922,0.9458,2.5254,2.3887,3.3086,2.2461,7.4297,3.3047,305.2500,1009.0000
89.9375,0.9492,85.6250,81.2500,1.0996,49.1250,54.0312,5.2148,487.0000,2540.0000,0.9438,843.5000,796.0000,1.1035,-7.9336,-8.7578,1.1025,11.5938,12.7812,1.7891,0.0824,0.1475,1.7998,0.0214,0.0385,1.8037,0.0031,0.0055,1.8018,0.2419,0.4360,1.7998,0.0015,0.0027,1.8008,0.3127,0.5630,1.7979,-0.0214,-0.0384,1.7988,0.0565,0.1016,1.7998,3.5117,6.3203,1.8008,-1.0068,-1.8135,1.8027,1.0674,1.9238,1.7988,0.0305,0.0549,1.8037,17.7031,31.9375,0.9507,3.5488,3.3730,0.9526,9.3594,8.9141,0.9512,0.4365,0.4153,0.9526,0.9155,0.8721,3.3086,4.4688,14.7891,0.9492,2.6621,2.5273,3.3086,-2.1484,-7.1094,3.3066,318.5000,1053.0000
90.0000,0.9546,43.1875,41.2188,1.1045,60.6562,67.0000,5.2070,499.7500,2602.0000,0.9424,845.5000,797.0000,1.1006,5.0039,5.5078,1.1006,37.4688,41.2500,1.7871,0.0671,0.1200,1.7959,0.0183,0.0329,1.7939,0.0214,0.0383,1.7949,0.2612,0.4690,1.7930,0.0076,0.0137,1.7969,0.3159,0.5679,1.7988,0.0214,0.0384,1.7969,0.0748,0.1344,1.7998,3.5215,6.3398,1.7988,-0.4578,-0.8232,1.7998,1.2783,2.3008,1.7969,0.2136,0.3838,1.8057,73.0000,131.8750,0.9482,3.4824,3.3027,0.9551,9.5078,9.0781,0.9482,0.6836,0.6484,0.9468,1.0439,0.9883,3.3105,4.1211,13.6406,0.9497,2.6621,2.5273,3.3047,-4.3086,-14.2422,3.3047,305.7500,1010.5000
90.0625,0.9478,103.0000,97.6250,1.1055,60.0000,66.3125,5.2109,473.5000,2468.0000,0.9409,852.0000,801.5000,1.1035,19.7812,21.8281,1.1045,84.7500,93.6250,1.7900,0.0946,0.1693,1.8008,0.0092,0.0165,1.8066,0.0137,0.0248,1.8018,0.2886,0.5200,1.8008,0.0046,0.0082,1.7979,0.3433,0.6172,1.7988,-0.0031,-0.0055,1.7988,0.0916,0.1647,1.7949,3.5566,6.3828,1.8047,-0.3967,-0.7158,1.7988,1.0186,1.8320,1.8027,0.8848,1.5947,1.8027,17.2656,31.1250,0.9453,3.4980,3.3066,0.9478,9.2266,8.7422,0.9478,0.7021,0.6655,0.9497,0.9185,0.8721,3.2969,3.4883,11.5000,0.9468,2.0742,1.9639,3.3066,1.8672,6.1758,3.3027,292.0000,964.5000
90.1250,0.9570,53.5625,51.2500,1.1045,75.0625,82.8750,5.2109,478.7500,2494.0000,0.9453,849.0000,802.5000,1.1016,-9.1562,-10.0859,1.1045,-2.1973,-2.4277,1.7910,0.0946,0.1694,1.8008,-0.0519,-0.0934,1.8037,-0.0061,-0.0110,1.7998,0.2252,0.4053,1.7998,0.0031,0.0055,1.7998,0.3372,0.6069,1.7920,-0.0031,-0.0055,1.7949,0.0946,0.1698,1.7939,3.4727,6.2305,1.7998,-0.6104,-1.0986,1.8008,0.6958,1.2529,1.8018,-7.9023,-14.2344,1.8018,11.9609,21.5469,0.9531,3.4062,3.2461,0.9507,8.8203,8.3828,0.9551,0.6499,0.6206,0.9512,1.4893,1.4170,3.3066,5.2578,17.3906,0.9487,2.6855,2.5488,3.3066,2.7578,9.1172,3.3047,298.5000,986.5000
90.2500,0.9487,112.7500,107.0000,1.0947,60.5625,66.3125,5.2188,458.2500,2392.0000,0.9497,841.0000,798.5000,1.1025,-2.1367,-2.3555,1.1035,9.3359,10.3047,1.7930,0.0366,0.0657,1.7988,0.0427,0.0768,1.7949,0.0061,0.0110,1.7988,0.2847,0.5122,1.7969,0.0183,0.0329,1.8018,0.2976,0.5361,1.7998,-0.0214,-0.0385,1.7988,0.0977,0.1757,1.7998,3.4883,6.2773,1.7969,-2.9902,-5.3750,1.8027,2.1016,3.7891,1.7969,0.6406,1.1514,1.7959,13.3047,23.8906,0.9458,3.1348,2.9648,0.9458,8.9844,8.5000,0.9468,0.7109,0.6733,0.9438,1.4004,1.3213,3.3008,3.3848,11.1719,0.9497,2.5859,2.4551,3.3027,-3.2715,-10.8047,3.3047,301.0000,994.5000
90.3125,0.9536,26.5469,25.3125,1.1094,90.0625,99.9375,5.2109,490.7500,2558.0000,0.9429,834.5000,787.0000,1.1045,5.6172,6.2031,1.1045,-1.8311,-2.0215,1.7930,0.0946,0.1697,1.7969,0.0275,0.0493,1.7988,-0.0061,-0.0110,1.7988,0.2402,0.4321,1.7979,-0.0015,-0.0027,1.7998,0.3586,0.6455,1.7959,0.0244,0.0439,1.7920,0.1129,0.2024,1.7959,3.5234,6.3281,1.8008,-0.4578,-0.8242,1.8008,1.1934,2.1484,1.7979,-0.4578,-0.8228,1.7969,13.4922,24.2500,0.9536,3.4980,3.3359,0.9531,8.6484,8.2422,0.9526,0.4790,0.4563,0.9487,1.0410,0.9878,3.3008,4.3867,14.4766,0.9448,2.2422,2.1191,3.2988,-3.4297,-11.3125,3.3027,320.7500,1059.0000
90.3750,0.9541,144.0000,137.3750,1.1016,62.1875,68.5000,5.2109,466.5000,2430.0000,0.9395,842.5000,791.5000,1.1025,-13.9766,-15.4062,1.1035,33.0312,36.4375,1.7900,0.1099,0.1967,1.7959,-0.0092,-0.0164,1.7969,-0.0031,-0.0055,1.7959,0.2490,0.4473,1.7969,-0.0137,-0.0247,1.7998,0.3770,0.6782,1.8008,0.0336,0.0605,1.7949,0.0870,0.1561,1.7969,3.5176,6.3203,1.8047,-4.4258,-7.9883,1.8018,0.9307,1.6768,1.8008,0.7935,1.4287,1.8008,11.7188,21.1094,0.9463,3.5098,3.3203,0.9512,9.4531,8.9922,0.9507,0.6162,0.5859,0.9438,1.1475,1.0830,3.3086,3.4277,11.3438,0.9507,2.2734,2.1621,3.3086,-3.6738,-12.1562,3.3086,321.7500,1065.0000
90.4375,0.9424,46.8438,44.1562,1.0977,64.9375,71.2500,5.2070,486.5000,2534.0000,0.9404,851.0000,800.5000,1.1035,-6.4102,-7.0742,1.0996,-1.1602,-1.2754,1.7861,0.1373,0.2452,1.7988,0.0244,0.0439,1.8018,-0.0092,-0.0165,1.7988,0.2617,0.4707,1.7979,0.0183,0.0329,1.7949,0.3525,0.6328,1.7949,0.0275,0.0493,1.7939,0.0854,0.1533,1.7939,3.5547,6.3750,1.7969,-3.8145,-6.8555,1.7930,0.6426,1.1523,1.7969,2.2891,4.1133,1.8008,12.2656,22.0938,0.9453,3.2676,3.0898,0.9424,8.6172,8.1172,0.9409,0.4487,0.4221,0.9458,1.1807,1.1162,3.3086,3.5742,11.8281,0.9536,2.3965,2.2852,3.3086,-4.0273,-13.3281,3.3047,314.0000,1038.0000
90.5625,0.9521,56.3125,53.6250,1.1025,60.9688,67.2500,5.2070,484.0000,2520.0000,0.9429,848.0000,799.5000,1.0977,-7.9336,-8.7109,1.1006,-7.8750,-8.6641,1.7891,0.1007,0.1802,1.7949,0.0183,0.0329,1.7949,0.0259,0.0466,1.8018,0.2368,0.4268,1.7998,0.0107,0.0192,1.7979,0.3267,0.5874,1.7939,-0.0092,-0.0164,1.7988,0.0809,0.1455,1.7959,3.5391,6.3555,1.7969,-1.4648,-2.6328,1.7969,1.1025,1.9814,1.8008,0.0000,0.0000,1.7949,13.6094,24.4219,0.9468,3.2129,3.0410,0.9463,8.5234,8.0625,0.9438,0.4976,0.4697,0.9458,1.2451,1.1777,3.3066,4.6406,15.3438,0.9438,2.7246,2.5723,3.3008,-5.0156,-16.5625,3.3008,296.5000,978.5000
90.6250,0.9473,68.8125,65.1875,1.1006,85.5625,94.1875,5.2031,471.2500,2452.0000,0.9390,866.5000,813.5000,1.0996,-8.2969,-9.1250,1.1006,69.3125,76.3125,1.7861,0.0671,0.1199,1.8018,0.0092,0.0165,1.8027,-0.0595,-0.1073,1.8018,0.2490,0.4487,1.8008,0.0046,0.0082,1.7920,0.3616,0.6479,1.7939,0.0580,0.1040,1.7910,0.0565,0.1011,1.7949,3.4492,6.1914,1.7998,-3.5391,-6.3711,1.7969,0.6968,1.2520,1.7969,0.6104,1.0967,1.7959,10.9844,19.7344,0.9517,3.2266,3.0703,0.9531,8.3828,7.9883,0.9512,0.5557,0.5283,0.9521,1.0342,0.9849,3.3086,4.2188,13.9609,0.9478,4.2422,4.0195,3.3105,3.3809,11.1953,3.3066,305.7500,1011.0000
90.6875,0.9487,222.1250,210.7500,1.1025,89.6875,98.8750,5.2070,444.2500,2314.0000,0.9365,841.5000,788.0000,1.1006,15.7500,17.3281,1.1035,-2.6855,-2.9629,1.7891,0.0458,0.0819,1.8018,0.0031,0.0055,1.8037,0.0214,0.0385,1.8018,0.2515,0.4531,1.8037,0.0015,0.0028,1.7959,0.3235,0.5811,1.7939,0.0244,0.0438,1.7959,0.0641,0.1151,1.7969,3.5234,6.3320,1.8008,-3.1133,-5.6055,1.8057,1.7168,3.0996,1.7920,0.0610,0.1094,1.7979,11.3516,20.4062,0.9424,3.4238,3.2266,0.9478,9.4609,8.9688,0.9512,0.6104,0.5806,0.9458,1.1963,1.1318,3.3047,4.2812,14.1484,0.9517,2.2812,2.1719,3.3086,-3.1367,-10.3750,3.3008,306.5000,1011.5000
90.7500,0.9492,56.9062,54.0312,1.0986,58.5938,64.3750,5.2109,464.7500,2422.0000,0.9409,857.0000,806.5000,1.1055,24.4688,27.0469,1.1045,-2.6250,-2.8984,1.7910,0.0671,0.1202,1.7979,0.0458,0.0823,1.7939,0.0229,0.0410,1.8008,0.2590,0.4666,1.7969,0.0076,0.0137,1.8057,0.3325,0.6006,1.7969,0.0031,0.0055,1.7979,0.0687,0.1235,1.7969,3.5332,6.3477,1.7969,-0.3662,-0.6582,1.7969,0.9561,1.7178,1.8008,-3.0820,-5.5508,1.8027,17.7656,32.0312,0.9478,3.2051,3.0371,0.9541,8.4531,8.0625,0.9561,0.7568,0.7236,0.9507,1.1172,1.0625,3.3066,3.4668,11.4609,0.9517,2.4863,2.3652,3.3047,-3.7715,-12.4609,3.3086,316.7500,1048.0000
90.8125,0.9443,60.7188,57.3438,1.1025,104.9375,115.6875,5.2109,487.7500,2542.0000,0.9380,853.0000,800.0000,1.0986,2.5625,2.8145,1.1025,25.2031,27.7812,1.7891,0.1007,0.1802,1.7998,0.0031,0.0055,1.8027,0.0107,0.0193,1.7979,0.2673,0.4807,1.7998,0.0092,0.0165,1.7979,0.3647,0.6558,1.7969,-0.0214,-0.0384,1.7959,0.0900,0.1616,1.7979,3.5293,6.3438,1.7998,-0.3357,-0.6040,1.7979,1.0654,1.9150,1.8018,0.0305,0.0550,1.7998,34.3750,61.8750,0.9526,3.5801,3.4102,0.9565,8.9297,8.5391,0.9556,0.4976,0.4753,0.9526,1.0557,1.0059,3.3047,4.1523,13.7188,0.9453,2.8613,2.7051,3.2969,-3.1250,-10.3047,3.3047,327.2500,1081.0000
90.9375,0.9512,79.3750,75.5000,1.1006,90.8750,100.0000,5.2070,431.2500,2246.0000,0.9365,862.0000,807.5000,1.0996,-7.6289,-8.3906,1.0986,-3.7852,-4.1602,1.7900,0.0397,0.0710,1.8027,0.0458,0.0825,1.7969,-0.0046,-0.0082,1.7979,0.2524,0.4539,1.7959,0.0107,0.0192,1.7998,0.3325,0.5986,1.7969,-0.0946,-0.1700,1.7979,0.0870,0.1564,1.7979,3.5000,6.2930,1.7998,-0.6406,-1.1533,1.8008,1.0283,1.8516,1.8008,0.3357,0.6045,1.8018,15.4453,27.8281,0.9517,3.2676,3.1094,0.9507,8.8125,8.3750,0.9531,0.8975,0.8555,0.9556,1.2910,1.2334,3.3047,3.3652,11.1172,0.9482,2.5410,2.4102,3.3086,2.3320,7.7148,3.3027,299.5000,989.0000
91.0000,0.9507,37.0938,35.2500,1.1025,61.5312,67.8125,5.2109,480.2500,2502.0000,0.9370,864.0000,809.5000,1.1055,24.9688,27.6094,1.1016,-8.7891,-9.6797,1.7939,0.1343,0.2408,1.7988,-0.0183,-0.0329,1.7949,0.0000,0.0000,1.7979,0.2732,0.4912,1.7988,0.0000,0.0000,1.7959,0.3267,0.5864,1.7969,-0.0153,-0.0274,1.7910,0.0458,0.0820,1.7969,3.5215,6.3281,1.7998,-1.6172,-2.9102,1.8008,1.0791,1.9434,1.8008,-0.4883,-0.8794,1.7979,10.8672,19.5312,0.9590,3.4453,3.3047,0.9541,8.9453,8.5312,0.9575,0.5312,0.5088,0.9536,1.2539,1.1953,3.2988,3.9980,13.1875,0.9424,2.4570,2.3164,3.3047,2.7832,9.1953,3.3047,318.7500,1053.0000
91.0625,0.9507,213.8750,203.3750,1.1006,85.6250,94.2500,5.2148,456.5000,2380.0000,0.9497,851.5000,808.5000,1.0957,-7.6914,-8.4297,1.1025,2.6855,2.9609,1.7891,0.0885,0.1583,1.7900,0.0122,0.0219,1.7949,0.0061,0.0110,1.7959,0.2122,0.3811,1.7910,-0.0031,-0.0055,1.7939,0.3235,0.5801,1.7969,0.0244,0.0439,1.7959,0.0839,0.1508,1.7998,3.4941,6.2891,1.8057,-5.1562,-9.3125,1.7979,0.7354,1.3223,1.8008,-1.1904,-2.1445,1.7998,13.9766,25.1562,0.9482,3.2617,3.0938,0.9502,9.3438,8.8750,0.9502,0.3906,0.3711,0.9453,1.2666,1.1973,3.3027,3.3750,11.1484,0.9502,2.9746,2.8262,3.3066,3.0508,10.0859,3.3027,308.5000,1019.0000
91.1875,0.9531,69.1250,65.8750,1.1045,67.0625,74.0625,5.2148,473.0000,2466.0000,0.9424,855.0000,805.5000,1.1064,-6.5312,-7.2266,1.1016,40.4688,44.5938,1.7920,0.0732,0.1312,1.7998,0.0244,0.0439,1.7969,0.0122,0.0219,1.7979,0.2505,0.4504,1.7998,-0.0046,-0.0082,1.7998,0.3403,0.6123,1.7959,0.0153,0.0274,1.7949,0.1022,0.1835,1.7969,3.5508,6.3789,1.7988,-0.6104,-1.0977,1.7979,0.7534,1.3545,1.8008,0.1526,0.2747,1.8008,11.6562,20.9844,0.9536,3.4219,3.2637,0.9521,8.7266,8.3125,0.9541,0.5801,0.5532,0.9517,1.1143,1.0605,3.3047,3.4141,11.2812,0.9487,2.1660,2.0547,3.3027,-0.5493,-1.8145,3.3066,296.7500,981.0000
91.2500,0.9487,152.6250,144.7500,1.1016,98.7500,108.7500,5.2148,475.5000,2480.0000,0.9424,851.0000,802.0000,1.1016,14.4062,15.8672,1.0947,-8.9141,-9.7578,1.7920,0.0763,0.1367,1.7930,0.0366,0.0657,1.7979,-0.0336,-0.0604,1.7969,0.2617,0.4702,1.7949,0.0000,0.0000,1.8027,0.3479,0.6270,1.7959,0.0092,0.0164,1.7969,0.1038,0.1864,1.7979,3.5293,6.3438,1.7988,-0.8545,-1.5371,1.8018,1.6514,2.9746,1.7979,0.2136,0.3840,1.7969,13.0000,23.3594,0.9473,3.4785,3.2949,0.9487,9.1328,8.6641,0.9512,0.6836,0.6504,0.9512,1.3096,1.2461,3.3008,3.3965,11.2109,0.9473,2.6543,2.5137,3.3105,2.4902,8.2422,3.3027,312.2500,1031.0000
91.3125,0.9507,41.1875,39.1562,1.1025,64.2500,70.8125,5.2070,493.2500,2568.0000,0.9424,851.5000,802.5000,1.1006,0.6714,0.7388,1.0986,-0.4883,-0.5366,1.7891,0.0610,0.1092,1.7998,0.0183,0.0330,1.8008,0.0107,0.0192,1.8008,0.2435,0.4385,1.8018,0.0046,0.0082,1.7969,0.3403,0.6113,1.7979,0.0153,0.0274,1.7988,0.0824,0.1482,1.7930,3.4844,6.2461,1.8027,-0.9155,-1.6504,1.8037,0.9438,1.7021,1.8008,0.1526,0.2747,1.7998,14.1016,25.3750,0.9565,3.3262,3.1816,0.9561,9.3359,8.9219,0.9600,0.7354,0.7061,0.9546,1.2754,1.2178,3.3086,4.3633,14.4375,0.9546,2.6328,2.5137,3.3066,-0.0488,-0.1615,3.3066,324.0000,1071.0000
91.3750,0.9512,28.9844,27.5625,1.1035,63.7188,70.3125,5.2148,450.2500,2348.0000,0.9365,839.0000,785.5000,1.0957,-6.8984,-7.5586,1.0967,-1.2812,-1.4053,1.7881,0.0671,0.1201,1.7998,0.0244,0.0439,1.7979,-0.0153,-0.0274,1.7998,0.2686,0.4834,1.7998,-0.0107,-0.0192,1.7979,0.3005,0.5405,1.8018,-0.0244,-0.0440,1.7988,0.0931,0.1675,1.8027,3.5605,6.4180,1.8018,1.4648,2.6387,1.8008,1.6289,2.9336,1.8027,-1.8311,-3.3008,1.7998,9.8906,17.7969,0.9429,3.3867,3.1934,0.9419,8.5156,8.0234,0.9482,0.4089,0.3877,0.9443,1.0283,0.9712,3.3047,4.0117,13.2578,0.9443,2.0820,1.9658,3.2988,1.1475,3.7852,3.3027,317.0000,1047.0000
91.5000,0.9507,27.7656,26.3906,1.1016,89.2500,98.3125,5.2070,500.0000,2604.0000,0.9375,850.5000,797.5000,1.1123,6.3477,7.0586,1.1064,-1.8311,-2.0254,1.7910,0.0977,0.1749,1.7949,-0.0092,-0.0164,1.7949,0.0183,0.0329,1.7969,0.2371,0.4260,1.7959,-0.0122,-0.0219,1.7959,0.3372,0.6055,1.7998,-0.0214,-0.0385,1.8008,0.1129,0.2034,1.7979,3.4941,6.2812,1.7988,-0.6406,-1.1523,1.7959,1.0508,1.8867,1.8037,25.6094,46.1875,1.7979,13.0000,23.3750,0.9468,3.3750,3.1953,0.9507,9.3125,8.8516,0.9531,0.4365,0.4160,0.9429,1.1348,1.0703,3.3047,4.8906,16.1562,0.9492,4.6992,4.4609,3.3105,2.8809,9.5391,3.3066,326.7500,1080.0000
91.5625,0.9502,137.6250,130.7500,1.1084,94.5000,104.7500,5.2109,492.5000,2566.0000,0.9390,850.5000,798.5000,1.1045,-8.2422,-9.1016,1.1055,9.7031,10.7266,1.7891,0.0793,0.1420,1.7969,0.0336,0.0603,1.8008,0.0031,0.0055,1.7998,0.2959,0.5327,1.7988,-0.0031,-0.0055,1.7988,0.2944,0.5298,1.7969,-0.0061,-0.0110,1.7988,0.0824,0.1482,1.7988,3.4941,6.2852,1.8076,15.0781,27.2500,1.8018,1.1289,2.0332,1.8018,-3.9980,-7.2031,1.7979,10.9219,19.6406,0.9556,3.2383,3.0938,0.9580,9.1719,8.7891,0.9575,0.6104,0.5845,0.9590,1.0713,1.0273,3.3027,4.2070,13.8984,0.9487,2.4727,2.3457,3.3086,2.0391,6.7461,3.3027,308.7500,1019.5000
91.6250,0.9536,133.0000,126.8125,1.0996,63.0625,69.3750,5.2109,484.5000,2524.0000,0.9365,853.5000,799.5000,1.1016,24.8438,27.3594,1.0986,-2.0742,-2.2793,1.7900,0.1129,0.2021,1.7910,0.0031,0.0055,1.7939,0.0046,0.0082,1.7949,0.2793,0.5015,1.7959,0.0076,0.0137,1.7998,0.3113,0.5601,1.8008,-0.0214,-0.0385,1.7979,0.0763,0.1372,1.7998,3.5059,6.3086,1.7930,-0.6104,-1.0947,1.7949,1.6670,2.9922,1.8037,7.6602,13.8203,1.7969,39.8438,71.6250,0.9507,3.2051,3.0469,0.9502,8.5938,8.1641,0.9521,0.7202,0.6855,0.9463,1.3555,1.2822,3.3066,4.6641,15.4219,0.9414,2.2285,2.0977,3.3047,3.0391,10.0469,3.3027,326.5000,1078.0000
91.6875,0.9556,90.1875,86.1875,1.1084,113.6250,125.9375,5.2109,476.7500,2484.0000,0.9355,856.5000,801.5000,1.1016,-8.0547,-8.8750,1.1045,0.9766,1.0781,1.7920,0.0885,0.1586,1.8037,-0.0153,-0.0275,1.8018,0.0046,0.0082,1.7969,0.2322,0.4172,1.8018,0.0031,0.0055,1.7949,0.3447,0.6187,1.7979,-0.0885,-0.1591,1.7969,0.1205,0.2166,1.7910,3.5117,6.2891,1.8027,-5.0977,-9.1875,1.7969,0.8823,1.5850,1.7969,-3.7539,-6.7461,1.7979,14.6484,26.3281,0.9526,3.4941,3.3281,0.9541,9.4062,8.9766,0.9512,0.6440,0.6128,0.9531,1.4863,1.4170,3.3008,3.8398,12.6719,0.9487,2.5859,2.4531,3.3086,3.1133,10.2969,3.3027,310.7500,1026.0000
91.7500,0.9502,135.5000,128.7500,1.1016,62.0000,68.3125,5.2109,458.7500,2390.0000,0.9409,841.5000,792.0000,1.1016,-11.5391,-12.7109,1.1006,5.3086,5.8438,1.7910,0.1190,0.2131,1.7988,0.0000,0.0000,1.7998,0.0259,0.0467,1.7998,0.2500,0.4500,1.8027,-0.0046,-0.0083,1.7998,0.3296,0.5933,1.7998,0.0122,0.0220,1.7988,0.0931,0.1675,1.7969,3.5234,6.3320,1.8037,-0.5801,-1.0459,1.8018,1.4678,2.6445,1.7988,-0.2136,-0.3843,1.7988,20.6250,37.0938,0.9453,3.2891,3.1094,0.9473,9.1094,8.6328,0.9482,0.6406,0.6074,0.9478,1.0068,0.9541,3.3008,3.8730,12.7812,0.9414,2.5938,2.4414,3.3047,-0.2197,-0.7261,3.3047,317.0000,1048.0000
91.8750,0.9473,32.1875,30.4844,1.0996,62.5000,68.7500,5.2070,466.2500,2428.0000,0.9355,851.5000,796.5000,1.1055,-5.0664,-5.6016,1.1006,5.3086,5.8438,1.7881,0.1038,0.1855,1.8008,0.0122,0.0220,1.8018,0.0015,0.0027,1.8018,0.2639,0.4756,1.7998,0.0198,0.0357,1.7949,0.3113,0.5586,1.7988,-0.0122,-0.0220,1.8018,0.0839,0.1512,1.7998,3.5488,6.3867,1.8047,-2.6543,-4.7891,1.8018,1.8564,3.3457,1.7998,-0.0610,-0.1099,1.7979,9.7031,17.4375,0.9458,3.3438,3.1621,0.9487,8.9766,8.5156,0.9517,0.4456,0.4241,0.9478,1.0439,0.9893,3.3105,3.7051,12.2656,0.9541,2.3340,2.2266,3.3145,2.0391,6.7578,3.3105,298.7500,989.0000
